MFLCode,Latitude,Longitude,Method_Geocode,Source_Geocode,Date_Geocode,Province,District,Facility,Owner,Type,Division,Location,Sublocation,Nearest Town,Plot No,Constituency,Status,Off_Landline,Off_Mob,Off_Fax,Off_Email,Off_POBox,Off_Town,Off_PostCode,In Charge Name,ANC,ART,BEOC,Blood Tr,C Section,CEOC,FP,Growth,HCT,Inp,HBC,IMM,IMCI,Outp,PMTCT,Radiology,RHTC_RHDC,TB_Diag,TB_Labs,TB_Treat,Youth,Beds,Cots,CHWTrain,CHW
15169,0.93328,35.3867,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret East,Meibeki Dispensary,Ministry of Health,Dispensary,Moiben,Meibeki,Kaptik,Eldoret,,ELDORET EAST,Operational,,0721-930950,,,,Moiben,,Regina Tarus,Y,N,Y,,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,3,2,,
15204,0.51464,35.27916,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret East,Moi Teaching Refferal Hospital,Ministry of Health,Tertiary Hospital,Ainapkoi,Chepkoilel,Chepkoilel,Eldoret,,ELDORET EAST,Operational,,,,,P.O. Box 3,Eldoret,,Dr.Mengich,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,571,45,,
15206,0.82166,35.38536,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret East,Moiben Health Centre,Ministry of Health,Health Centre,Moiben,Moiben,Moiben,Eldoret,,ELDORET EAST,Operational,,0729-273831,,,P.O. Box 5665,Eldoret,,Ruth Limo,Y,N,Y,,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,6,3,,
15264,0.0223884,35.3967,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret East,Muyengwet Dispensary,Ministry of Health,Dispensary,Moiben,Koitoror,Kapsoen,Eldoret,,ELDORET EAST,Operational,,0733-817752,,,P.O. Box 5665,Eldoret,,Maculator Kipkoech,Y,N,N,,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,,,,
15354,0.516389,35.3205,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret East,Ngurunga Dispensary,Other Private,Dispensary,Ainapkoi,,,Eldoret,,ELDORET EAST,Not-Operational,,,,,,Eldoret,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,,
15464,0.40246,35.42288,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret East,Plateau Hospital,Other Faith Based,Primary Hospital,Ainapkoi,Plateau,Plateau,Eldoret,,ELDORET EAST,Operational,,,,,,Eldoret,,Jepkorir Elsepha,Y,N,Y,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,8,,,
15552,0.60296,35.3993,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret East,Sergoit Clinic,Other Private,Medical Clinic - Other,Moiben,,,Eldoret,,ELDORET EAST,Not-Operational,,,,,,Eldoret,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,,
15553,0.61212,35.39451,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret East,Sergoit Dispensary (Eldoret East),Ministry of Health,Dispensary,Moiben,Sergoit,Cheburbur,Eldoret,,ELDORET EAST,Operational,,,,,,Moiben,,,N,N,N,,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,,
15577,0.682797,35.3642,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret East,Simotwo Dispensary (Eldoret East),Ministry of Health,Dispensary,Moiben,Moiben,Chepkoilel,Eldoret,,ELDORET EAST,Operational,,,,,,Eldoret,,Loise Kipyego,Y,N,N,,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,,,,
15655,0.5179,35.2991,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret East,St Mary's Kapsoya Health Centre,Other Faith Based,Health Centre,Ainapkoi,Kapsoya,Kapsoya,Eldoret,,ELDORET EAST,Operational,,,,,,Eldoret,,,Y,N,N,,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,,,,
15674,0.51399,35.2788,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret East,State Lodge Dispensary,Ministry of Health,Dispensary,Ainapkoi,Chepkoilel,Chepkoilel,Eldoret,,ELDORET EAST,Operational,,0722-862980,,,,Eldoret,,,N,N,N,,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,0,0,,
15706,0.84769,35.45289,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret East,Tangasir Dispensary,Ministry of Health,Dispensary,Moiben,Meibeki,Kapsiliot,Eldoret,,ELDORET EAST,Operational,,0721-474169,,,,Eldoret,,Paul Kamilei,Y,N,N,,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,7,,,
15741,0.671778,35.4552,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret East,Tugen Estate Dispensary,Ministry of Health,Dispensary,Moiben,Sergoit,Tugen Estate,Eldoret,,ELDORET EAST,Operational,,0720-459200,,,P.O. Box 5665,Moiben,,Koima Constantine,Y,N,N,,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,,,,
16351,0.795312,35.3431,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret East,Twiga Dispensary,Ministry of Health,Dispensary,Ainapkoi,Moiben,Toloita,Eldoret,,ELDORET EAST,Operational,,,,,P.O. Box 5665,Eldoret,,Nelly Suter,Y,N,Y,,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,0,0,,
15758,0.52057,35.26477,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret East,Uasin Gishu District Hospital,Ministry of Health,Primary Hospital,Moiben,Chepkoilel,Chepkoilel,Eldoret,,ELDORET EAST,Operational,,,,,,Eldoret,,Dr.Sambai,Y,Y,Y,,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,5,0,,
15759,0.49078,35.41968,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret East,Uhuru Dispensary,Ministry of Health,Dispensary,Ainapkoi,Kipsinende,Kipsinende,Eldoret,,ELDORET EAST,Operational,,0723-218810,,,,Eldoret,,John Sichei,Y,N,N,,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
16359,0.549715,35.2702,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret West,Ancilla Catholic  Dispensary,Other Faith Based,Dispensary,Turbo,,,Eldoret,,ELDORET NORTH,Operational,,,,,,,,,Y,N,N,,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,N,N,,,,
14239,0.89253,35.3301,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Barsombe Dispensary (Soy),Private Medical Enterprise,Dispensary,Soy,Barsombe,Kapsabul,Eldoret,,ELDORET NORTH,Operational,,0721-447068,,,,Soy,,,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,,N,N,,,,
14240,0.899933,35.3277,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret West,Barsombe Dispensary (Turbo),Ministry of Health,Dispensary,Turbo,Barsombe,Kapsabul,Eldoret,,ELDORET NORTH,Operational,,0721-447068,,,,Turbo,,Alfred Londo,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
14288,0.534214,35.0136,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret West,Chebaiwa Dispensary,Other Faith Based,Dispensary,Turbo,Ngenyilel,Murgusi,Eldoret,,ELDORET NORTH,Operational,,,,,,Turbo,,,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,,N,N,,,,
14337,0.591733,34.9757,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret West,Chepkemel Dispensary,Ministry of Health,Dispensary,Turbo,Ngenyilel,Osorongai,Eldoret,,ELDORET NORTH,Operational,,0729-684450,,,,Turbo,,Julius Nakitare,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
14354,0.581867,35.033,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret West,Cheplaskei Dispensary,Ministry of Health,Dispensary,Turbo,Tapsagoi,Cheplaskei,Eldoret,,ELDORET NORTH,Not-Operational,,,,,,Turbo,,,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,,N,N,,,,
14358,0.57165,34.8947,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Chepsaita Dispensary,Private Medical Enterprise,Dispensary,Turbo,Ngenyilel,Chepsaita,Eldoret,,ELDORET NORTH,Operational,,0733-920991,,,,Turbo,,George Kemuma,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
14377,0.60768,35.14578,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Cheramei Dispensary,Ministry of Health,Dispensary,Turbo,Kamagut,Kamagut,Eldoret,,ELDORET NORTH,Operational,,0721-836175,,,,Turbo,,Emmly Kotut,Y,N,Y,,N,Y,Y,y,y,N,N,Y,Y,Y,Y,N,N,N,,N,N,0,0,,
14390,0.84371,35.14826,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Chukura Dispensary,Private Medical Enterprise,Dispensary,Soy,Matunda,Matunda,Eldoret,,ELDORET NORTH,Operational,,0721-349373,,,,Soy,,Ann Githau,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
14555,0.5321,35.2462,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Huruma Sub-District Hospital,Ministry of Health,Health Centre,Turbo,Kamagut,Kapyemit,Eldoret,,ELDORET NORTH,Operational,,,,,,Eldoret,,Mary Mudahungu,Y,Y,Y,,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,,Y,N,4,,,
16357,,,No Geo Code,,12/31/99,RiftValley,Eldoret West,Imani Dispensary,Private Medical Enterprise,Dispensary,Turbo,Kibulgeng,Kibulgeng,Eldoret,,ELDORET NORTH,Operational,,,,,,Eldoret,,,Y,N,Y,,N,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,,N,N,,,,
16360,,,No Geo Code,,12/31/99,RiftValley,Eldoret West,Jumia Medical Clinic,Other Faith Based,Medical Clinic - Other,Turbo,Kibulgeng,Kibulgeng,Eldoret,,ELDORET NORTH,Operational,,,,,,Eldoret ,,,y,N,y,,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,,N,N,8,1,,
14624,0.7384,35.2638,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Kabobo Health Centre,Private Medical Enterprise,Health Centre,Soy,Kapsang,Kapsang,Eldoret,,ELDORET NORTH,Operational,,0723-635429,,,,Soy,,Anne Koitum,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,10,,,
14799,0.58449,35.22473,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Kapyemit Dispensary,Ministry of Health,Dispensary,Turbo,Kamagut,Kapyemit,Eldoret,,ELDORET NORTH,Operational,,,,,,Eldoret,,Isaac Tallam,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
14848,0.9118,35.24615,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Kibagenge Dispensary,Private Medical Enterprise,Dispensary,Soy,Segero,Kapngetuny,Eldoret,,ELDORET NORTH,Operational,,0735-897668,,,,Soy,,Margaret Taninai,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
14883,0.850978,35.1593,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret West,Kimulat Clinic,Private Medical Enterprise,Medical Clinic - Other,Soy,Moisbridge,Matunda,Eldoret,,ELDORET NORTH,Operational,,,,,,Moi'Sbridge,,,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,,N,N,,,,
14904,0.62989,35.2189,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Kiplombe Dispensary,Ministry of Health,Dispensary,Soy,Kibulgeng,Kiplombe,Eldoret,,ELDORET NORTH,Operational,,,,,,Eldoret,,,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,,N,N,,,,
14915,0.826879,35.3189,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret West,Kipsigak Dispensary (Eldoret),Private Medical Enterprise,Dispensary,Soy,Koisagat,Lolkinyei,Eldoret,,ELDORET NORTH,Operational,,0723-215627,,,,Soy,,Ambrose Ngetich,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,2,,,
14999,0.62662,35.31076,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Kuinet Dispensary,Ministry of Health,Dispensary,Soy,Kuinet,Kuinet,Eldoret,,ELDORET NORTH,Operational,,0721-836175,,,,Eldoret,,Sally Nelly,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
15025,0.85363,35.28865,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Lemoru Ngeny Dispensary,Ministry of Health,Dispensary,Soy,Koisagat,Koisagat,Eldoret,,ELDORET NORTH,Operational,,,,,,Soy,,Beatrice Torotich,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
15135,0.532316,35.6356,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret West,Marie Stopes Health Centre (Eldoret West),Private Medical Enterprise,Health Centre,Turbo,Kamagut,Kapyemit,Eldoret,,ELDORET NORTH,Operational,,,,,,Eldoret,,,Y,N,Y,,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,,N,N,,,,
15177,0.72661,35.32004,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Merewet Dispensary,Ministry of Health,Dispensary,Soy,Kongasis,Kongasis,Eldoret,,ELDORET NORTH,Operational,,,,,,Eldoret,,Elizabeth Krelikutto,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
15191,0.80972,35.14953,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Mobet Dispensary,Ministry of Health,Dispensary,Soy,Kipsomba,Kipsomba,Eldoret,,ELDORET NORTH,Operational,,,,,,Eldoret,,Victorine Serem,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
15196,0.8722,35.17785,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Mogoon Dispensary,Ministry of Health,Dispensary,Soy,Moisbridge,Matunda,Eldoret,,ELDORET NORTH,Operational,,0721-530943,,,,Soy,,Morgan Sihi,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,12,,,
15208,0.87628,35.12437,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Moi's Bridge Catholic,Ministry of Health,Health Centre,Soy,Moisbridge,Moisbridge,Eldoret,,ELDORET NORTH,Operational,,0722-556460,,,,Moi'Sbridge,,Ann Peter,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
15209,0.87599,35.1221,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Moi's Bridge Health Centre,Private Medical Enterprise,Health Centre,Soy,Moisbridge,Moisbridge,Eldoret,,ELDORET NORTH,Operational,,,,,,Moi'Sbridge,,Silvia Cheruiyot,Y,Y,Y,,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,,Y,N,22,,,
15254,0.56149,35.08364,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Murgor Hills Medical Clinc,Private Medical Enterprise,Medical Clinic - Other,Turbo,Kaptebee,Kaptebee,Eldoret,,ELDORET NORTH,Operational,,,,,,Turbo,,Douglas Cheboi,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
15255,0.569205,34.9041,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret West,Murgusi Dispensary,Ministry of Health,Dispensary,Turbo,Ngenyilel,Murgusi,Eldoret,,ELDORET NORTH,Operational,,,,,,Turbo,,,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,,N,N,,,,
16356,0.559882,35.2506,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret West,Mwangaza Medical Clinic,Private Medical Enterprise,Medical Clinic - Other,Turbo,Kibulgeng,Kibulgeng,Eldoret,,ELDORET NORTH,Operational,,,,,,Eldoret,,,Y,N,Y,,N,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,,N,N,,,,
15317,0.850978,35.1593,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret West,Ndabarnach Clinic,Private Medical Enterprise,Medical Clinic - Other,Soy,Moisbridge,Matunda,Eldoret,,ELDORET NORTH,Operational,,,,,,Soy,,,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
15344,0.62328,34.98875,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Ngenyilel Dispensary,Ministry of Health,Dispensary,Turbo,Ngenyilel,Osorongai,Eldoret,,ELDORET NORTH,Operational,,0720-490882,,,,Turbo,,Raphael Rotich ,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
15449,0.596167,34.973978,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Osorongai Dispensary,Ministry of Health,Dispensary,Turbo,Ngenyilel,Osorongai,Eldoret,,ELDORET NORTH,Operational,,,,,,Turbo,,David Kimengich,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,,N,N,,,,
15452,0.58865,35.04951,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Our Lady Of Lords Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,Turbo,Kaptebee,Tapsagoi,Eldoret,,ELDORET NORTH,Operational,,,,,,Eldoret,,,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,,N,N,,,,
15478,0.52536,35.2698,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Railways Dispensary (Eldoret West),Non-Governmental Organizations,Dispensary,Turbo,Kibulgeng,Kibulgeng,Eldoret,,ELDORET NORTH,Operational,,0722-996213,,,,Eldoret,,Carolyne Chemoiwo,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
15525,0.63584,35.1469,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Sambut Dispensary,Ministry of Health,Dispensary,Turbo,Sambut,Sambut,Eldoret,,ELDORET NORTH,Operational,,0733-541768,,,,Turbo,,Jacinta Wambui,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,7,,,
15537,0.93077,35.2573,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Segero Dispensary,Ministry of Health,Dispensary,Soy,Segero,Segero,Eldoret,,ELDORET NORTH,Operational,,,,,,,,,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,,N,N,,,,
15616,0.56997,35.15882,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Sosiani Health Centre,Ministry of Health,Health Centre,Turbo,Sosiani,Sosiani,Eldoret,,ELDORET NORTH,Operational,,0733-444481,,,,Turbo,,Celi Tarus,Y,N,Y,,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,,Y,N,12,,,
15623,0.67699,35.17256,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Soy Health Centre,Private Medical Enterprise,Health Centre,Soy,Soy,Soy,Eldoret,,ELDORET NORTH,Operational,,0720-990719,,,,Soy,,Andrew Mokili,Y,N,Y,,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,18,,,
15648,0.518,35.299,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,St Kevina Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,Turbo,Sugoi,Kapkong,Eldoret,,ELDORET NORTH,Operational,,,,,,,,,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,,N,N,,,,
16358,0.637177,35.2266,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret West,Starlight Mti Moja,Ministry of Health,Dispensary,Soy,,,Eldoret,,ELDORET NORTH,Operational,,,,,,Eldoret,,,Y,N,Y,,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,,N,N,,,,
15675,0.609055,35.0956,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret West,Stgetrude Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,Turbo,,,Eldoret,,ELDORET NORTH,Operational,,,,,,,,,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,,N,N,,,,
15680,0.59198,35.09782,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Sugoi B Dispensary,Ministry of Health,Dispensary,Turbo,Sugui,Kapkong,Eldoret,,ELDORET NORTH,Operational,,,,,,Turbo,,Rose Opiyo,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
15709,0.75862,35.1929,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Tarakwa Dispensary (Eldoret West),Ministry of Health,Dispensary,Soy,Kipsomba,Kipsomba,Eldoret,,ELDORET NORTH,Operational,,0723-578188,,,,Soy,,Thomas Odali,Y,N,Y,,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,2,,,
15715,0.549715,35.2702,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret West,Tegego Dispensary,Ministry of Health,Dispensary,Soy,Soy,Kaimuywa,Eldoret,,ELDORET NORTH,Operational,,,,,,,,,Y,N,N,,N,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,,N,N,,,,
15753,0.62218,35.0413,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Turbo Health Centre,Ministry of Health,Health Centre,Turbo,Kaptebee,Kaptebee,Eldoret,,ELDORET NORTH,Operational,,0722-507967,,,,Turbo,,Josphine Imamai,Y,Y,Y,,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,,Y,N,12,,,
15760,0.549715,35.2702,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Eldoret West,Umoja Medical Clinic (Eldoret West),Private Medical Enterprise,Medical Clinic - General practitioner,Turbo,Kibulgeng,Kibulgeng,Eldoret,,ELDORET NORTH,Operational,,,,,,Eldoret,,,Y,N,Y,,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,,N,N,,,,
15779,0.52517,35.25893,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,West Health Centre,Local Authority,Health Centre,Turbo,Kibulgeng,Kibulgeng,Eldoret,,ELDORET NORTH,Operational,,,,,,Eldoret,,Faith,Y,N,Y,,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,,N,N,30,,,
15788,0.84895,35.25657,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Eldoret West,Ziwa Sub-District Hospital,Ministry of Health,Primary Hospital,Soy,Sirikwa,Sirikwa,Eldoret,,ELDORET NORTH,Operational,,,,,,,,Edwin Mugunda,Y,N,Y,,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,,Y,N,20,4,,
14182,,,No Geo Code,,12/31/99,RiftValley,Kajiado,8th Street Clinic,Private Medical Enterprise,Medical Clinic - Other,Isinya,Isinya,Isinya Township,Isinya,,KAJIADO NORTH,Operational,,0720-267629,,,,,,,N,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,N,N,0,,,
14184,3.93029,41.8686,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Acacia Medicare Centre,Private Medical Enterprise,Medical Clinic - Clinical officer,Ngong,Ngong Town,Township,Ngong,,KAJIADO CENTRAL,Operational,,0723-803853,,,,,,,N,N,N,,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,,N,N,0,,,
14187,-1.38778,36.7523,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Afya Frank Medical Clinic,Private Medical Enterprise,Medical Clinic - General practitioner,Ngong,Nkaimurunya,Kandisi,Ongata Rongai,,KAJIADO CENTRAL,Operational,,0722-793964,,Franknjue@yahoo.com,,,,,N,N,N,,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,,N,N,0,,,
14189,-1.38778,36.7523,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Aga Khan University Hospital O/R Clinic,Private Medical Enterprise,Medical Clinic - General practitioner,Ngong,Nkaimurunya,Kandisi,Ongata Rongai,,KAJIADO CENTRAL,Operational,020-3562534,0073-344149,,Ongata.rongai@aku.edu,,,,,N,N,N,,N,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,,N,N,0,,,
